Time (s),Channel 1 (V)
0.04325,-0.0542165
0.0435,-0.0528146
0.04375,-0.0578944
0.044,-0.0499777
0.04425,-0.0435087
0.0445,-0.023231
0.04475,-0.0021473
0.045,0.0188906
0.04525,0.0440393
0.0455,0.0752603
0.04575,0.11756
0.046,0.145728
0.04625,0.190914
0.0465,0.219659
0.04675,0.258006
0.047,0.288434
0.04725,0.317256
0.0475,0.345586
0.04775,0.370685
0.048,0.385718
0.04825,0.396795
0.0485,0.398064
0.04875,0.398705
0.049,0.39965
0.04925,0.386232
0.0495,0.381245
0.04975,0.357323
0.05,0.338362
0.05025,0.321362
0.0505,0.307758
0.05075,0.281195
0.051,0.258898
0.05125,0.244004
0.0515,0.233861
0.05175,0.219708
0.052,0.207878
0.05225,0.202268
0.0525,0.200775
0.05275,0.198781
0.053,0.19785
0.05325,0.19642
0.0535,0.207163
0.05375,0.215585
0.054,0.221089
0.05425,0.224953
0.0545,0.228748
0.05475,0.23167
0.055,0.230209
0.05525,0.233902
0.0555,0.222933
0.05575,0.218363
0.056,0.211594
0.05625,0.20046
0.0565,0.178245
0.05675,0.166355
0.057,0.147256
0.05725,0.12058
0.0575,0.101101
0.05775,0.0814103
0.058,0.0665491
0.05825,0.0493479
0.0585,0.0432206
0.05875,0.0324963
0.059,0.0238284
0.05925,0.0313152
0.0595,0.037991
0.05975,0.0533864
0.06,0.0635094
0.06025,0.0889156
0.0605,0.114612
0.06075,0.148241
0.061,0.186226
0.06125,0.220428
0.0615,0.256665
0.06175,0.293635
0.062,0.329131
0.06225,0.366103
0.0625,0.397935
0.06275,0.422289
0.063,0.444474
0.06325,0.466659
0.0635,0.482493
0.06375,0.48925
0.064,0.497653
0.06425,0.494248
0.0645,0.481609
0.06475,0.480899
0.065,0.457676
0.06525,0.448335
0.0655,0.423321
0.06575,0.411252
0.066,0.387058
0.06625,0.366624
0.0665,0.351869
0.06675,0.330703
0.067,0.320553
0.06725,0.307027
0.0675,0.300949
0.06775,0.291184
0.068,0.286193
0.06825,0.293812
0.0685,0.29299
0.06875,0.295302
0.069,0.30471
0.06925,0.314291
0.0695,0.31625
0.06975,0.323014
0.07,0.332093
0.07025,0.330026
0.0705,0.330956
0.07075,0.32965
0.071,0.327589
0.07125,0.311902
0.0715,0.298898
0.07175,0.287106
0.072,0.269161
0.07225,0.253326
0.0725,0.230496
0.07275,0.212755
0.073,0.193369
0.07325,0.171659
0.0735,0.16374
0.07375,0.144483
0.074,0.133075
0.07425,0.126492
0.0745,0.131052
0.07475,0.136308
0.075,0.14504
0.07525,0.159085
0.0755,0.185435
0.07575,0.210975
0.076,0.237981
0.07625,0.269463
0.0765,0.305883
0.07675,0.335363
0.077,0.379816
0.07725,0.419085
0.0775,0.449
0.07775,0.48108
0.078,0.509675
0.07825,0.542768
0.0785,0.560947
0.07875,0.583837
0.079,0.593188
0.07925,0.597286
0.0795,0.597179
0.07975,0.596667
0.08,0.584468
0.08025,0.577628
0.0805,0.564976
0.08075,0.547631
0.081,0.522204
0.08125,0.508944
0.0815,0.481138
0.08175,0.462232
0.082,0.451776
0.08225,0.429703
0.0825,0.426091
0.08275,0.413675
0.083,0.403449
0.08325,0.403142
0.0835,0.400185
0.08375,0.400245
0.084,0.402394
0.08425,0.414601
0.0845,0.415715
0.08475,0.424287
0.085,0.431501
0.08525,0.434837
0.0855,0.437919
0.08575,0.439719
0.086,0.437347
0.08625,0.434268
0.0865,0.431006
0.08675,0.417514
0.087,0.408951
0.08725,0.395201
0.0875,0.375677
0.08775,0.353795
0.088,0.337214
0.08825,0.319906
0.0885,0.294295
0.08875,0.278423
0.089,0.268223
0.08925,0.250962
0.0895,0.241841
0.08975,0.240115
0.09,0.246893
0.09025,0.254561
0.0905,0.263446
0.09075,0.278976
0.091,0.299607
0.09125,0.335908
0.0915,0.357476
0.09175,0.399394
0.092,0.426795
0.09225,0.469192
0.0925,0.501611
0.09275,0.544247
0.093,0.575513
0.09325,0.614875
0.0935,0.641154
0.09375,0.663062
0.094,0.684267
0.09425,0.703403
0.0945,0.705263
0.09475,0.713155
0.095,0.709524
0.09525,0.70996
0.0955,0.700644
0.09575,0.687696
0.096,0.664695
0.09625,0.650994
0.0965,0.633279
0.09675,0.613218
0.097,0.5925
0.09725,0.565339
0.0975,0.554526
0.09775,0.542463
0.098,0.532643
0.09825,0.521373
0.0985,0.517235
0.09875,0.508464
0.099,0.507812
0.09925,0.514831
0.0995,0.519672
0.09975,0.530105
0.1,0.529542
0.10025,0.540868
0.1005,0.543186
0.10075,0.549406
0.101,0.548822
0.10125,0.557529
0.1015,0.55254
0.10175,0.547942
0.102,0.541305
0.10225,0.528652
0.1025,0.509177
0.10275,0.491441
0.103,0.472605
0.10325,0.456119
0.1035,0.434261
0.10375,0.41244
0.104,0.392041
0.10425,0.384282
0.1045,0.371405
0.10475,0.352213
0.105,0.353913
0.10525,0.351744
0.1055,0.350376
0.10575,0.365341
0.106,0.377458
0.10625,0.394156
0.1065,0.427019
0.10675,0.447659
0.107,0.481466
0.10725,0.521519
0.1075,0.551627
0.10775,0.587053
0.108,0.628803
0.10825,0.668062
0.1085,0.701884
0.10875,0.726809
0.109,0.750405
0.10925,0.773184
0.1095,0.796288
0.10975,0.804137
0.11,0.817308
0.11025,0.814061
0.1105,0.810404
0.11075,0.806958
0.111,0.790797
0.11125,0.778827
0.1115,0.762132
0.11175,0.736707
0.112,0.715417
0.11225,0.699263
0.1125,0.679303
0.11275,0.660665
0.113,0.642599
0.11325,0.630233
0.1135,0.620354
0.11375,0.611403
0.114,0.609273
0.11425,0.612032
0.1145,0.604957
0.11475,0.616679
0.115,0.620912
0.11525,0.619047
0.1155,0.634038
0.11575,0.636179
0.116,0.640225
0.11625,0.640046
0.1165,0.644493
0.11675,0.644918
0.117,0.644798
0.11725,0.638376
0.1175,0.622726
0.11775,0.611776
0.118,0.592834
0.11825,0.575278
0.1185,0.561016
0.11875,0.532382
0.119,0.512062
0.11925,0.498241
0.1195,0.472451
0.11975,0.465197
0.12,0.447033
0.12025,0.439597
0.1205,0.433758
0.12075,0.433975
0.121,0.444418
0.12125,0.45576
0.1215,0.471343
0.12175,0.490294
0.122,0.523013
0.12225,0.550121
0.1225,0.580742
0.12275,0.614104
0.123,0.65478
0.12325,0.689008
0.1235,0.72314
0.12375,0.763743
0.124,0.79201
0.12425,0.823512
0.1245,0.839995
0.12475,0.861984
0.125,0.87904
0.12525,0.886562
0.1255,0.888705
0.12575,0.890112
0.126,0.880218
0.12625,0.874716
0.1265,0.853281
0.12675,0.840756
0.127,0.821387
0.12725,0.804388
0.1275,0.775196
0.12775,0.754774
0.128,0.736862
0.12825,0.719252
0.1285,0.702082
0.12875,0.692936
0.129,0.68542
0.12925,0.674519
0.1295,0.66965
0.12975,0.675098
0.13,0.67697
0.13025,0.676422
0.1305,0.683153
0.13075,0.690056
0.131,0.698759
0.13125,0.696559
0.1315,0.705704
0.13175,0.706353
0.132,0.706352
0.13225,0.701382
0.1325,0.699105
0.13275,0.684323
0.133,0.673097
0.13325,0.653643
0.1335,0.642943
0.13375,0.615609
0.134,0.599238
0.13425,0.573578
0.1345,0.554289
0.13475,0.540327
0.135,0.521484
0.13525,0.506634
0.1355,0.492506
0.13575,0.481766
0.136,0.482503
0.13625,0.486539
0.1365,0.488015
0.13675,0.500506
0.137,0.518082
0.13725,0.54546
0.1375,0.569355
0.13775,0.604439
0.138,0.641172
0.13825,0.6669
0.1385,0.706619
0.13875,0.739626
0.139,0.781082
0.13925,0.809296
0.1395,0.843114
0.13975,0.863283
0.14,0.889761
0.14025,0.904785
0.1405,0.915212
0.14075,0.914502
0.141,0.91688
0.14125,0.911763
0.1415,0.903861
0.14175,0.893938
0.142,0.877442
0.14225,0.861697
0.1425,0.836226
0.14275,0.81849
0.143,0.793575
0.14325,0.773681
0.1435,0.748056
0.14375,0.734097
0.144,0.722392
0.14425,0.711028
0.1445,0.697347
0.14475,0.687958
0.145,0.691913
0.14525,0.686337
0.1455,0.690216
0.14575,0.692136
0.146,0.697611
0.14625,0.699405
0.1465,0.70652
0.14675,0.705155
0.147,0.707136
0.14725,0.714592
0.1475,0.704874
0.14775,0.70801
0.148,0.698063
0.14825,0.678923
0.1485,0.665641
0.14875,0.652124
0.149,0.633458
0.14925,0.607192
0.1495,0.585156
0.14975,0.56639
0.15,0.545628
0.15025,0.527368
0.1505,0.501379
0.15075,0.493928
0.151,0.480524
0.15125,0.47359
0.1515,0.477552
0.15175,0.477008
0.152,0.489514
0.15225,0.500211
0.1525,0.520056
0.15275,0.540726
0.153,0.573208
0.15325,0.606644
0.1535,0.634869
0.15375,0.669361
0.154,0.706251
0.15425,0.735553
0.1545,0.774216
0.15475,0.799147
0.155,0.828104
0.15525,0.850266
0.1555,0.870609
0.15575,0.885384
0.156,0.893954
0.15625,0.887625
0.1565,0.891936
0.15675,0.876392
0.157,0.867222
0.15725,0.852137
0.1575,0.831025
0.15775,0.811674
0.158,0.796117
0.15825,0.771581
0.1585,0.740849
0.15875,0.720702
0.159,0.704517
0.15925,0.684154
0.1595,0.670962
0.15975,0.664469
0.16,0.655168
0.16025,0.643114
0.1605,0.645762
0.16075,0.641112
0.161,0.645935
0.16125,0.644637
0.1615,0.648748
0.16175,0.651188
0.162,0.659556
0.16225,0.663208
0.1625,0.660679
0.16275,0.654437
0.163,0.653867
0.16325,0.644892
0.1635,0.633468
0.16375,0.618036
0.164,0.601506
0.16425,0.584601
0.1645,0.555197
0.16475,0.535937
0.165,0.509223
0.16525,0.494599
0.1655,0.471595
0.16575,0.446293
0.166,0.429202
0.16625,0.420595
0.1665,0.405728
0.16675,0.402404
0.167,0.398786
0.16725,0.404986
0.1675,0.421405
0.16775,0.438035
0.168,0.450012
0.16825,0.479699
0.1685,0.505997
0.16875,0.539116
0.169,0.575608
0.16925,0.604114
0.1695,0.638602
0.16975,0.667261
0.17,0.698337
0.17025,0.731858
0.1705,0.752387
0.17075,0.768157
0.171,0.783461
0.17125,0.795054
0.1715,0.797726
0.17175,0.796635
0.172,0.799215
0.17225,0.77918
0.1725,0.770854
0.17275,0.750222
0.173,0.731808
0.17325,0.710355
0.1735,0.685861
0.17375,0.658262
0.174,0.640245
0.17425,0.618369
0.1745,0.598236
0.17475,0.576092
0.175,0.565161
0.17525,0.552837
0.1755,0.54266
0.17575,0.533981
0.176,0.534025
0.17625,0.53353
0.1765,0.536045
0.17675,0.539258
0.177,0.539359
0.17725,0.547862
0.1775,0.540798
0.17775,0.543487
0.178,0.540708
0.17825,0.540969
0.1785,0.530217
0.17875,0.521103
0.179,0.50644
0.17925,0.487717
0.1795,0.466853
0.17975,0.450218
0.18,0.422841
0.18025,0.405972
0.1805,0.377654
0.18075,0.358474
0.181,0.32849
0.18125,0.316699
0.1815,0.30169
0.18175,0.281333
0.182,0.277984
0.18225,0.2734
0.1825,0.277967
0.18275,0.284884
0.183,0.290907
0.18325,0.306686
0.1835,0.332735
0.18375,0.357369
0.184,0.390319
0.18425,0.419385
0.1845,0.446637
0.18475,0.483736
0.185,0.510753
0.18525,0.542179
0.1855,0.573336
0.18575,0.596165
0.186,0.617765
0.18625,0.635159
0.1865,0.65315
0.18675,0.659717
0.187,0.653671
0.18725,0.653078
0.1875,0.63836
0.18775,0.624629
0.188,0.608055
0.18825,0.587539
0.1885,0.567129
0.18875,0.546051
0.189,0.517651
0.18925,0.491639
0.1895,0.472264
0.18975,0.447508
0.19,0.432881
0.19025,0.412935
0.1905,0.405852
0.19075,0.391227
0.191,0.384327
0.19125,0.374432
0.1915,0.372968
0.19175,0.375617
0.192,0.372058
0.19225,0.3748
0.1925,0.380399
0.19275,0.38136
0.193,0.38721
0.19325,0.380221
0.1935,0.376247
0.19375,0.3727
0.194,0.360298
0.19425,0.350519
0.1945,0.337182
0.19475,0.317574
0.195,0.290517
0.19525,0.270794
0.1955,0.248315
0.19575,0.225664
0.196,0.200681
0.19625,0.176348
0.1965,0.152786
0.19675,0.132537
0.197,0.118259
0.19725,0.103866
0.1975,0.0965445
0.19775,0.0990928
0.198,0.100994
0.19825,0.106886
0.1985,0.12596
0.19875,0.147796
0.199,0.164274
0.19925,0.195415
0.1995,0.218904
0.19975,0.257128
0.2,0.290849
0.20025,0.321698
0.2005,0.354634
0.20075,0.376864
0.201,0.403545
0.20125,0.431381
0.2015,0.448699
0.20175,0.458921
0.202,0.467552
0.20225,0.475017
0.2025,0.47125
0.20275,0.470023
0.203,0.451059
0.20325,0.439115
0.2035,0.418581
0.20375,0.400421
0.204,0.377944
0.20425,0.350629
0.2045,0.323843
0.20475,0.2995
0.205,0.278652
0.20525,0.250938
0.2055,0.235431
0.20575,0.21965
0.206,0.209515
0.20625,0.200603
0.2065,0.189
0.20675,0.189889
0.207,0.185791
0.20725,0.190364
0.2075,0.188054
0.20775,0.192015
0.208,0.193496
0.20825,0.190836
0.2085,0.19253
0.20875,0.19396
0.209,0.183715
0.20925,0.173398
0.2095,0.165081
0.20975,0.154325
0.21,0.135811
0.21025,0.118484
0.2105,0.0925563
0.21075,0.0646654
0.211,0.0468981
0.21125,0.0234194
0.2115,-0.00534006
0.21175,-0.033294
0.212,-0.0481179
0.21225,-0.0648835
0.2125,-0.0799803
0.21275,-0.0857195
0.213,-0.0964979
0.21325,-0.0980203
0.2135,-0.0896202
0.21375,-0.0790628
0.214,-0.0597787
0.21425,-0.0447145
0.2145,-0.0133462
0.21475,0.0164465
0.215,0.0473257
0.21525,0.0713905
0.2155,0.105365
0.21575,0.138582
0.216,0.167884
0.21625,0.200732
0.2165,0.219154
0.21675,0.242913
0.217,0.264461
0.21725,0.278208
0.2175,0.279541
0.21775,0.283166
0.218,0.281255
0.21825,2.68E-01
0.2185,0.256279
0.21875,0.241532
0.219,0.221021
0.21925,0.198219
0.2195,0.17038
0.21975,0.142106
0.22,0.124421
0.22025,0.0942001
0.2205,0.0781074
0.22075,0.0574535
0.221,0.0344451
0.22125,0.0229248
0.2215,0.0109139
0.22175,0.00847814
0.222,0.000738499
0.22225,-0.0064301
0.2225,-0.00303147
0.22275,-0.00624812
0.223,0.000174285
0.22325,0.00571651
0.2235,0.00258292
0.22375,0.0055825
0.224,0.00234528
0.22425,-0.0051107
0.2245,-0.0107031
0.22475,-0.0124785
0.225,-0.026224
0.22525,-0.0401449
0.2255,-0.0627407
0.22575,-0.0777819
0.226,-0.107754
0.22625,-0.125447
0.2265,-0.149458
0.22675,-0.181363
0.227,-0.204699
0.22725,-0.219666
0.2275,-0.240886
0.22775,-0.259685
0.228,-0.272474
0.22825,-0.278772
0.2285,-0.279253
0.22875,-0.271639
0.229,-0.267032
0.22925,-0.249989
0.2295,-0.229276
0.22975,-0.20984
0.23,-0.178137
0.23025,-0.151448
0.2305,-0.121478
0.23075,-0.0882947
0.231,-0.0597049
0.23125,-0.0245994
0.2315,0.00557997
0.23175,0.0387685
0.232,0.0555727
0.23225,0.0800677
0.2325,0.0953378
0.23275,0.0988314
0.233,0.111408
0.23325,0.109197
0.2335,0.0965782
0.23375,0.0899888
0.234,0.0754109
0.23425,0.0573932
0.2345,0.0350893
0.23475,0.0109292
0.235,-0.013054
0.23525,-0.036073
0.2355,-0.0605423
0.23575,-0.0818882
0.236,-0.0969394
0.23625,-0.12271
0.2365,-0.134192
0.23675,-0.142852
0.237,-0.159089
0.23725,-0.159881
0.2375,-0.164789
0.23775,-0.160597
0.238,-0.159412
0.23825,-0.159933
0.2385,-0.15807
0.23875,-0.154161
0.239,-0.155978
0.23925,-0.154414
0.2395,-0.15944
0.23975,-0.161892
0.24,-0.170804
0.24025,-0.173692
0.2405,-0.18778
0.24075,-0.20261
0.241,-0.221007
0.24125,-0.245836
0.2415,-0.262656
0.24175,-0.293712
0.242,-0.31092
0.24225,-0.338286
0.2425,-0.359079
0.24275,-0.375597
0.243,-0.392556
0.24325,-0.409775
0.2435,-0.418686
0.24375,-0.417037
0.244,-0.417689
0.24425,-0.410596
0.2445,-0.400152
0.24475,-0.379885
0.245,-0.36145
0.24525,-0.332751
0.2455,-0.304606
0.24575,-0.271718
0.246,-0.241856
0.24625,-0.203483
0.2465,-0.17429
0.24675,-0.145576
0.247,-0.113192
0.24725,-0.0816329
0.2475,-0.0573753
0.24775,-0.0442003
0.248,-0.0268848
0.24825,-0.0198732
0.2485,-0.0184414
0.24875,-0.018219
0.249,-0.0261869
0.24925,-0.0431871
0.2495,-0.0598717
0.24975,-0.0743691
0.25,-0.0921409
0.25025,-0.121716
0.2505,-0.142849
0.25075,-0.165169
0.251,-0.182648
0.25125,-0.206422
0.2515,-0.2198
0.25175,-0.239315
0.252,-0.253472
0.25225,-0.265945
0.2525,-0.269818
0.25275,-0.275501
0.253,-0.269196
0.25325,-0.277218
0.2535,-0.267577
0.25375,-0.270308
0.254,-0.259781
0.25425,-0.263112
0.2545,-0.256479
0.25475,-0.253194
0.255,-0.260045
0.25525,-0.25988
0.2555,-0.270285
0.25575,-0.282077
0.256,-0.295308
0.25625,-0.311316
0.2565,-0.329719
0.25675,-0.343848
0.257,-0.367126
0.25725,-0.39221
0.2575,-0.416497
0.25775,-0.433692
0.258,-0.456848
0.25825,-0.476826
0.2585,-0.482748
0.25875,-0.500369
0.259,-0.498417
0.25925,-0.501075
0.2595,-0.499085
0.25975,-0.489017
0.26,-0.467179
0.26025,-0.448055
0.2605,-0.424258
0.26075,-0.397561
0.261,-0.361856
0.26125,-0.335243
0.2615,-0.298217
0.26175,-0.261775
0.262,-0.227588
0.26225,-0.194156
0.2625,-0.166171
0.26275,-0.140034
0.263,-0.121163
0.26325,-0.101771
0.2635,-0.0876812
0.26375,-0.0813171
0.264,-0.0773479
0.26425,-0.0843495
0.2645,-0.0961497
0.26475,-0.100409
0.265,-0.122242
0.26525,-0.138249
0.2655,-0.15468
0.26575,-0.178277
0.266,-0.202397
0.26625,-0.228046
0.2665,-0.242176
0.26675,-0.267721
0.267,-0.283492
0.26725,-0.294017
0.2675,-0.303678
0.26775,-0.306409
0.268,-0.310914
0.26825,-0.320662
0.2685,-0.315419
0.26875,-0.308494
0.269,-0.312306
0.26925,-0.301446
0.2695,-0.297809
0.26975,-0.296682
0.27,-0.293942
0.27025,-0.291708
0.2705,-0.295875
0.27075,-0.292639
0.271,-0.298286
0.27125,-0.314517
0.2715,-0.328029
0.27175,-0.338483
0.272,-0.363435
0.27225,-0.38167
0.2725,-0.399351
0.27275,-0.424743
0.273,-0.440802
0.27325,-0.468916
0.2735,-0.483872
0.27375,-0.493658
0.274,-0.51237
0.27425,-0.513109
0.2745,-0.521135
0.27475,-0.508973
0.275,-0.506908
0.27525,-0.49533
0.2755,-0.470107
0.27575,-0.453137
0.276,-0.417375
0.27625,-0.387981
0.2765,-0.358783
0.27675,-0.322406
0.277,-0.280686
0.27725,-0.245087
0.2775,-0.210472
0.27775,-0.184564
0.278,-0.151795
0.27825,-0.125337
0.2785,-0.106985
0.27875,-0.0906577
0.279,-0.0797177
0.27925,-0.0766755
0.2795,-0.0698899
0.27975,-0.073861
0.28,-0.0878844
0.28025,-0.10491
0.2805,-0.119164
0.28075,-0.132662
0.281,-0.15336
0.28125,-0.177379
0.2815,-0.198423
0.28175,-0.218685
0.282,-0.240095
0.28225,-0.254584
0.2825,-0.266546
0.28275,-0.273296
0.283,-0.280913
0.28325,-0.292962
0.2835,-0.293827
0.28375,-0.291858
0.284,-0.282767
0.28425,-0.284889
0.2845,-0.280713
0.28475,-0.269449
0.285,-0.260358
0.28525,-0.262193
0.2855,-0.258235
0.28575,-0.260028
0.286,-0.253451
0.28625,-0.265593
0.2865,-0.266628
0.28675,-0.279482
0.287,-0.299455
0.28725,-0.310012
0.2875,-0.327767
0.28775,-0.347245
0.288,-0.370297
0.28825,-0.394934
0.2885,-0.410288
0.28875,-0.428187
0.289,-0.443253
0.28925,-0.456524
0.2895,-0.463385
0.28975,-0.462425
0.29,-0.466052
0.29025,-0.459019
0.2905,-0.449383
0.29075,-0.429902
0.291,-0.404743
0.29125,-0.386313
0.2915,-0.351144
0.29175,-0.314485
0.292,-0.285099
0.29225,-0.244382
0.2925,-0.213051
0.29275,-0.170462
0.293,-0.138916
0.29325,-0.106062
0.2935,-0.080952
0.29375,-0.0487968
0.294,-0.0307932
0.29425,-0.0210974
0.2945,-0.0124209
0.29475,-0.00297726
0.295,-0.00901506
0.29525,-0.00983433
0.2955,-0.0268847
0.29575,-0.0387778
0.296,-0.0495034
0.29625,-0.077467
0.2965,-0.092335
0.29675,-0.112653
0.297,-0.134848
0.29725,-0.15394
0.2975,-0.165624
0.29775,-0.187386
0.298,-0.19744
0.29825,-0.203886
0.2985,-0.209061
0.29875,-0.210359
0.299,-0.212832
0.29925,-0.212272
0.2995,-0.201953
0.29975,-0.198608
0.3,-0.19165
0.30025,-0.181192
0.3005,-0.182448
0.30075,-0.172423
0.301,-0.169159
0.30125,-0.168997
0.3015,-0.172164
0.30175,-0.178335
0.302,-0.188255
0.30225,-0.197709
0.3025,-0.21172
0.30275,-0.225314
0.303,-0.252827
0.30325,-0.271647
0.3035,-0.284547
0.30375,-0.304717
0.304,-0.323538
0.30425,-0.347299
0.3045,-0.351152
0.30475,-0.363676
0.305,-0.366827
0.30525,-0.376906
0.3055,-0.365785
0.30575,-0.3577
0.306,-0.345732
0.30625,-0.325512
0.3065,-0.302854
0.30675,-0.266515
0.307,-0.233354
0.30725,-0.207212
0.3075,-0.167372
0.30775,-0.129043
0.308,-0.0870128
0.30825,-0.0589517
0.3085,-0.0245779
0.30875,0.00522604
0.309,0.0371889
0.30925,0.0570874
0.3095,0.0792585
0.30975,0.0839452
0.31,0.0956588
0.31025,0.0991997
0.3105,0.0935052
0.31075,0.0854275
0.311,0.0754521
0.31125,0.0641793
0.3115,0.0451667
0.31175,0.029757
0.312,0.000295967
0.31225,-0.011414
0.3125,-0.0319674
0.31275,-0.0527003
0.313,-0.0624186
0.31325,-0.0755155
0.3135,-0.09056
0.31375,-0.0983145
0.314,-0.0988278
0.31425,-0.106036
0.3145,-0.0996961
0.31475,-0.0922498
0.315,-0.0860362
0.31525,-0.0842917
0.3155,-0.0736327
0.31575,-0.0729662
0.316,-0.0604422
0.31625,-0.0642283
0.3165,-0.0553558
0.31675,-0.0617553
0.317,-0.0680935
0.31725,-0.0731702
0.3175,-0.0787262
0.31775,-0.087703
0.318,-0.107714
0.31825,-0.129431
0.3185,-0.139446
0.31875,-0.160871
0.319,-0.188796
0.31925,-0.20271
0.3195,-0.220181
0.31975,-0.234821
0.32,-0.242547
0.32025,-0.251288
0.3205,-0.255548
0.32075,-0.260989
0.321,-0.245716
0.32125,-0.240831
0.3215,-0.219961
0.32175,-0.196358
0.322,-0.171758
0.32225,-0.139389
0.3225,-0.104746
0.32275,-0.072154
0.323,-0.0359918
0.32325,0.00131121
0.3235,0.0397624
0.32375,0.0716911
0.324,0.111305
0.32425,0.136856
0.3245,0.162616
0.32475,0.181097
0.325,0.200281
0.32525,0.203195
0.3255,0.211017
0.32575,0.214666
0.326,0.209354
0.32625,0.198867
0.3265,0.185474
0.32675,0.16659
0.327,0.147037
0.32725,0.127323
0.3275,0.104604
0.32775,0.0865944
0.328,0.073405
0.32825,0.0510454
0.3285,0.0420357
0.32875,0.0324611
0.329,0.0179546
0.32925,0.0141297
0.3295,0.0142234
0.32975,0.00972936
0.33,0.0104654
0.33025,0.0146857
0.3305,0.0217148
0.33075,0.0266468
0.331,0.0320774
0.33125,0.0416398
0.3315,0.048647
0.33175,0.0485913
0.332,0.0492079
0.33225,0.0496266
0.3325,0.0400596
0.33275,0.0305165
0.333,0.0251081
0.33325,0.00741044
0.3335,-0.00557734
0.33375,-0.0289866
0.334,-0.0470807
0.33425,-0.0654723
0.3345,-0.0871269
0.33475,-0.108692
0.335,-0.121211
0.33525,-0.133519
0.3355,-0.14341
0.33575,-0.148345
0.336,-0.148518
0.33625,-0.144875
0.3365,-0.139956
0.33675,-0.122957
0.337,-0.106486
0.33725,-0.0819544
0.3375,-0.058999
0.33775,-0.0225067
0.338,0.0070072
0.33825,0.0461472
0.3385,0.0846459
0.33875,0.11979
0.339,0.157052
0.33925,0.185976
0.3395,0.223503
0.33975,0.247552
0.34,0.271297
